lang,start,end
dyu,19679538,19679617
bib,19679617,19680014
sbd,19680014,19680025
ntm,19680025,19680035
mfq,19680035,19680085
kdx,19680085,19680184
wom,19680184,19680285
ccg,19680285,19680563
tgy,19680563,19680574
pmb,19680574,19680612
aha,19680612,19680663
adj,19680663,19681052
uha,19681052,19681088
uku,19681088,19681123
ayi,19681123,19681165
kez,19681165,19681292
ula,19681292,19681391
pai,19681391,19681437
mzk,19681437,19681481
btu,19681481,19681668
mfo,19681668,19681837
mhk,19681837,19682360
ebu,19682360,19684073
old,19684073,19684754
yaf,19684754,19684816
mho,19684816,19684862
nyu,19684862,19684873
mxc,19684873,19684880
ssw,19684880,19685290
toh,19685290,19685301
ybe,19685301,19685326
krc,19685326,19686652
kdr,19686652,19687838
cjs,19687838,19690827
bwx,19690827,19691267
mww,19691267,19693293
hmd,19693293,19693412
mmr,19693412,19693632
shx,19693632,19693789
aho,19693789,19693830
thm,19693830,19694623
pcb,19694623,19694752
txo,19694752,19694763
apt,19694763,19694811
tdg,19694811,19694822
xsr,19694822,19698726
sbu,19698726,19698737
mgp,19698737,19698786
xns,19698786,19698797
cik,19698797,19698808
kfk,19698808,19698859
rgk,19698859,19698870
bee,19698870,19698922
rab,19698922,19698981
raa,19698981,19698988
qvy,19698988,19698999
nmy,19698999,19699009
cnb,19699009,19699031
atb,19699031,19699081
ywt,19699081,19699166
xnb,19699166,19699448
gqi,19699448,19699458
itv,19699458,19699876
due,19699876,19699925
smk,19699925,19701041
bya,19701041,19701390
klg,19701390,19701468
mmn,19701468,19701701
cyo,19701701,19701750
cts,19701750,19701801
dtp,19701801,19702494
sne,19702494,19702944
sun,19702944,19705891
ljp,19705891,19706666
rog,19706666,19706716
ges,19706716,19706969
htu,19706969,19707181
lmy,19707181,19707423
end,19707423,19707599
oni,19707599,19707653
kgb,19707653,19707710
mhz,19707710,19707933
rnn,19707933,19707976
dsn,19707976,19708038
kjr,19708038,19708107
khl,19708107,19708177
kbm,19708177,19708226
ksd,19708226,19708661
mte,19708661,19709008
vrs,19709008,19709220
mvo,19709220,19709467
jaj,19709467,19709685
aua,19709685,19709836
tkw,19709836,19710141
bxa,19710141,19710284
bnr,19710284,19710365
tvk,19710365,19710657
erk,19710657,19712901
cow,19712901,19713020
lkt,19713020,19714770
cay,19714770,19714840
one,19714840,19720058
cid,19720058,19720237
ynn,19720237,19720624
chd,19720624,19721006
cku,19721006,19722109
caa,19722109,19722343
tsz,19722343,19725642
sja,19725642,19726681
cof,19726681,19727731
car,19727731,19737909
huu,19737909,19738930
klh,19738930,19738938
waj,19738938,19739156
kts,19739156,19739485
kti,19739485,19739593
kkl,19739593,19740412
hmo,19740412,19740463
pih,19740463,19740703
uln,19740703,19740716
kmr,19740716,19778485
lrl,19778485,19778496
zum,19778496,19778507
kfb,19778507,19778553
gon,19778553,19778565
peg,19778565,19778722
kan,19778722,19815292
agj,19815292,19815345
bob,19815345,19815358
ckl,19815358,19815814
giz,19815814,19815825
bta,19815825,19815840
bot,19815840,19817201
bmi,19817201,19817686
dbd,19817686,19817769
ndu,19817769,19818032
geg,19818032,19818130
ksm,19818130,19818227
nbm,19818227,19818467
ald,19818467,19818805
une,19818805,19818841
grh,19818841,19819048
dri,19819048,19819207
bas,19819207,19825186
beb,19825186,19825196
gey,19825196,19825234
kth,19825234,19825263
kaz,19825263,19862764
sah,19862764,19868091
kim,19868091,19868568
yug,19868568,19868765
xrn,19868765,19868917
pnu,19868917,19869179
lbt,19869179,19869313
mhu,19869313,19869425
bap,19869425,19869436
njm,19869436,19869449
ctd,19869449,19869498
slg,19869498,19869510
bsb,19869510,19869596
abf,19869596,19869607
kyi,19869607,19869693
bei,19869693,19869937
ssb,19869937,19869997
mva,19869997,19870314
mjk,19870314,19870529
tbx,19870529,19870576
vnk,19870576,19870698
tnx,19870698,19870829
lml,19870829,19871110
ske,19871110,19871196
pot,19871196,19875691
kii,19875691,19875740
ser,19875740,19876176
cup,19876176,19876229
hop,19876229,19876675
jqr,19876675,19876803
tna,19876803,19878006
sll,19878006,19878178
aoj,19878178,19878200
nas,19878200,19878652
buo,19878652,19879005
pov,19879005,19879021
cri,19879021,19879235
fab,19879235,19879249
vkp,19879249,19879300
sgy,19879300,19879973
prc,19879973,19879985
trw,19879985,19880030
mag,19880030,19880043
mjt,19880043,19880199
uki,19880199,19880241
iru,19880241,19880299
bde,19880299,19880732
tul,19880732,19880813
dow,19880813,19881424
gke,19881424,19881667
fat,19881667,19881716
aaa,19881716,19881752
ngj,19881752,19883179
szv,19883179,19883192
ksb,19883192,19884978
mvf,19884978,19885096
ude,19885096,19885161
ncb,19885161,19885248
biy,19885248,19886283
khr,19886283,19886341
dis,19886341,19886393
mjw,19886393,19886439
bls,19886439,19886514
pee,19886514,19886620
jau,19886620,19886666
mmw,19886666,19886879
mxe,19886879,19887126
rap,19887126,19891854
tah,19891854,19893663
moh,19893663,19894213
sab,19894213,19894253
hub,19894253,19894857
plu,19894857,19894909
bdw,19894909,19895286
kct,19895286,19895418
nys,19895418,19897451
ang,19897451,19908336
xum,19908336,19908463
gft,19908463,19908505
mvz,19908505,19908546
sjs,19908546,19908602
gab,19908602,19908987
gew,19908987,19909408
sur,19909408,19909900
fie,19909900,19910302
lom,19910302,19910685
kcj,19910685,19910694
beh,19910694,19910701
tbz,19910701,19910783
dya,19910783,19910794
wav,19910794,19910881
ynq,19910881,19911008
yun,19911008,19911152
nzk,19911152,19911391
ibn,19911391,19911630
gvm,19911630,19911641
tsv,19911641,19911767
leb,19911767,19911789
kua,19911789,19911852
kaa,19911852,19916889
sii,19916889,19916940
bhj,19916940,19916981
nmh,19916981,19917022
snv,19917022,19917044
iba,19917044,19918208
dup,19918208,19918217
udj,19918217,19918421
kod,19918421,19918839
bzq,19918839,19919284
bxh,19919284,19919333
wgb,19919333,19919345
myw,19919345,19924103
tlx,19924103,19924344
lgr,19924344,19924389
nmb,19924389,19924477
mmg,19924477,19924561
crc,19924561,19924655
qun,19924655,19924786
kyl,19924786,19924800
psa,19924800,19925078
aax,19925078,19925339
ekg,19925339,19926814
kmn,19926814,19927336
nag,19927336,19927346
srm,19927346,19928496
skw,19928496,19928507
ntz,19928507,19928551
gdl,19928551,19928726
kxc,19928726,19928894
sor,19928894,19929257
jeu,19929257,19929264
sok,19929264,19929738
pbi,19929738,19929821
swf,19929821,19930008
lnl,19930008,19930286
mij,19930286,19930786
yko,19930786,19930797
bbi,19930797,19931402
yns,19931402,19932948
bkj,19932948,19932959
hoo,19932959,19933718
nyj,19933718,19933729
nle,19933729,19933740
vmw,19933740,19944902
sti,19944902,19945168
lax,19945168,19945219
krj,19945219,19945440
pns,19945440,19945451
bhz,19945451,19945462
jav,19945462,19952311
gay,19952311,19952622
brz,19952622,19952793
dva,19952793,19952804
utp,19952804,19952932
mwi,19952932,19953013
tmt,19953013,19953059
niu,19953059,19953664
pmt,19953664,19955057
ale,19955057,19957526
sac,19957526,19958821
nnt,19958821,19958870
ncj,19958870,19958986
cht,19958986,19959041
ceg,19959041,19959097
kup,19959097,19959459
jma,19959459,19959687
mqo,19959687,19959773
vol,19959773,20020320
lku,20020320,20020321
yii,20020321,20020368
wbp,20020368,20021537
pjt,20021537,20021776
gjm,20021776,20021778
xgm,20021778,20021779
wyi,20021779,20021780
omr,20021780,20021781
zsm,20021781,20078700
neu,20078700,20078978
lzz,20078978,20079848
bod,20079848,20086370
nds,20086370,20101006
ckb,20101006,20123075
jdt,20123075,20123387
pst,20123387,20124134
got,20124134,20132889
lld,20132889,20146310
cha,20146310,20156623
kiu,20156623,20159838
que,20159838,20169350
azb,20169350,20170548
ron,20170548,20273721
kal,20273721,20274803
xho,20274803,20276337
prs,20276337,20277855
bzt,20277855,20281503
cos,20281503,20287853
hau,20287853,20311244
csb,20311244,20314221
ota,20314221,20335752
tgl,20335752,20352598
ltg,20352598,20353338
szl,20353338,20355110
wol,20355110,20358862
sco,20358862,20362370
gug,20362370,20366427
gag,20366427,20367191
gle,20367191,20420101
ayr,20420101,20429400
por,20429400,20757090
ltz,20757090,20774235
urd,20774235,20820665
ast,20820665,20861363
mlt,20861363,20882281
cor,20882281,20898686
nov,20898686,20902000
afr,20902000,20930833
gla,20930833,20950288
fur,20950288,20955873
yua,20955873,20962701
ydd,20962701,20985184
srp,20985184,21067637
mkd,21067637,21119021
hrv,21119021,21298311
aoc,21298311,21298416
bre,21298416,21348210
sqi,21348210,21356676
sme,21356676,21446977
sjd,21446977,21449125
ind,21449125,21522451
tgk,21522451,21547508
cym,21547508,21585498
ekk,21585498,21745288
slv,21745288,21827862
fry,21827862,21838427
nob,21838427,22062274
ces,22062274,22415129
hat,22415129,22422067
oco,22422067,22433083
rmv,22433083,22437283
ovd,22437283,22437306
djk,22437306,22440108
nrf,22440108,22440239
bos,22440239,22475687
xno,22475687,22511733
sgs,22511733,22513725
rmf,22513725,22513823
ttq,22513823,22513884
gsw,22513884,22527776
fit,22527776,22527837
bhh,22527837,22527881
bug,22527881,22529234
mjg,22529234,22533422
cre,22533422,22533674
oci,22533674,22586328
gmh,22586328,22588277
mic,22588277,22592189
pms,22592189,22613810
acf,22613810,22614039
pdt,22614039,22643251
enm,22643251,22645581
ven,22645581,22654171
ton,22654171,22659292
del,22659292,22659320
bis,22659320,22660747
arc,22660747,22661651
non,22661651,22665754
goh,22665754,22670618
bam,22670618,22678265
pam,22678265,22681952
mah,22681952,22689007
orm,22689007,22689198
rue,22689198,22689824
run,22689824,22692064
nso,22692064,22692301
doi,22692301,22692330
ilo,22692330,22698055
frp,22698055,22708065
vec,22708065,22716795
fkv,22716795,22725054
tsn,22725054,22732011
dje,22732011,22738691
smo,22738691,22740243
pdc,22740243,22740868
vro,22740868,22742027
ext,22742027,22742447
smj,22742447,22796358
lin,22796358,22799736
zdj,22799736,22802566
lit,22802566,22874279
pli,22874279,22875356
nbl,22875356,22875389
ryu,22875389,22893529
tkn,22893529,22893667
mvi,22893667,22897250
yoi,22897250,22897759
cks,22897759,22897760
hod,22897760,22897761
tdm,22897761,22897762
mzm,22897762,22898407
tbp,22898407,22898409
xod,22898409,22898805
grs,22898805,22898806
amk,22898806,22899050
act,22899050,22900702
mnc,22900702,22905002
arg,22905002,22946352
kng,22946352,22946409
lug,22946409,22953774
vls,22953774,22955612
abu,22955612,22955988
olo,22955988,22956235
mkn,22956235,22959717
nno,22959717,23044415
glv,23044415,23096614
sot,23096614,23097401
oji,23097401,23097405
czh,23097405,23097410
jge,23097410,23097412
czo,23097412,23097417
ote,23097417,23102620
rtm,23102620,23103968
ful,23103968,23104611
bqc,23104611,23104770
kin,23104770,23110274
efi,23110274,23110643
sei,23110643,23112045
yrl,23112045,23112149
kik,23112149,23113817
bwu,23113817,23114030
ilb,23114030,23114085
iii,23114085,23125319
nde,23125319,23130799
pau,23130799,23131509
woe,23131509,23132186
mnk,23132186,23132879
zoh,23132879,23135846
kos,23135846,23136332
mkj,23136332,23136591
chk,23136591,23137616
pon,23137616,23137975
fij,23137975,23139587
nfa,23139587,23141173
pap,23141173,23147027
bfj,23147027,23148304
jgo,23148304,23148916
nnz,23148916,23149498
lun,23149498,23149567
ksh,23149567,23156243
atj,23156243,23156318
nap,23156318,23190922
rom,23190922,23193757
cnr,23193757,23193789
qxq,23193789,23193801
sux,23193801,23194455
ace,23194455,23195085
aar,23195085,23196815
anp,23196815,23196820
hyw,23196820,23199213
kea,23199213,23200912
ctg,23200912,23200982
dgr,23200982,23206986
dlg,23206986,23207165
enh,23207165,23207175
fvr,23207175,23207890
her,23207890,23207971
ruo,23207971,23208199
khw,23208199,23208428
jct,23208428,23208446
kfr,23208446,23208496
lud,23208496,23208548
nsk,23208548,23209955
raj,23209955,23210016
slr,23210016,23210061
sje,23210061,23216704
sju,23216704,23216715
syn,23216715,23216719
sid,23216719,23217879
stv,23217879,23217883
tru,23217883,23217926
tvl,23217926,23218776
uum,23218776,23218927
vot,23218927,23220412
sjo,23220412,23220536
chg,23220536,23220607
gbz,23220607,23220618
hif,23220618,23220813
meu,23220813,23222708
bdb,23222708,23222709
klq,23222709,23223213
hoc,23223213,23224185
koo,23224185,23230416
lkd,23230416,23230420
tca,23230420,23230466
nyb,23230466,23232135
orh,23232135,23233314
pta,23233314,23233315
ynu,23233315,23233316
mbl,23233316,23233368
tri,23233368,23233439
acs,23233439,23233440
sjt,23233440,23233617
swb,23233617,23235686
xaj,23235686,23235687
jru,23235687,23235688
sik,23235688,23235689
suy,23235689,23235728
mcd,23235728,23238532
yaa,23238532,23239749
xug,23239749,23251558
ccp,23251558,23251640
ori,23251640,23252250
sdt,23252250,23252252
ryn,23252252,23257482
zkt,23257482,23257499
ojg,23257499,23257561
ono,23257561,23257640
min,23257640,23258021
mxi,23258021,23258036
cim,23258036,23258119
ciw,23258119,23272146
clc,23272146,23272174
akl,23272174,23273327
auc,23273327,23274389
xsv,23274389,23277150
vor,23277150,23277250
ban,23277250,23278939
bea,23278939,23279044
bew,23279044,23279441
rcf,23279441,23279807
rgn,23279807,23279812
rme,23279812,23279861
sec,23279861,23279964
srn,23279964,23282788
sxu,23282788,23283008
git,23283008,23283025
gwi,23283025,23285987
frk,23285987,23287002
tgx,23287002,23287005
hid,23287005,23287168
nau,23287168,23288247
pag,23288247,23289414
prd,23289414,23289419
khj,23289419,23289530
kkz,23289530,23289570
loi,23289570,23289830
tpn,23289830,23290181
quc,23290181,23293867
yak,23293867,23295151
bdn,23295151,23295152
kvb,23295152,23295153
arn,23295153,23299984
apy,23299984,23303128
otk,23303128,23310760
zha,23310760,23310762
ulw,23310762,23312636
tbh,23312636,23313042
jam,23313042,23315100
swg,23315100,23319082
bar,23319082,23325488
miq,23325488,23328414
dty,23328414,23328416
dgz,23328416,23332796
pal,23332796,23332957
vaa,23332957,23332958
stw,23332958,23333122
tpw,23333122,23333647
ldn,23333647,23335447
qve,23335447,23342776
gww,23342776,23343720
dws,23343720,23349334
ajg,23349334,23349639
fuf,23349639,23356388
dob,23356388,23359559
zav,23359559,23365777
tkl,23365777,23366059
lzh,23366059,23369738
tdt,23369738,23371706
xla,23371706,23372137
ajz,23372137,23374157
gbj,23374157,23376903
mjx,23376903,23377840
krh,23377840,23377981
ort,23377981,23384176
lmn,23384176,23386848
tlj,23386848,23389998
snc,23389998,23392060
rub,23392060,23398453
ztu,23398453,23400093
akb,23400093,23400298
wiv,23400298,23401711
kuu,23401711,23403070
ing,23403070,23408683
hla,23408683,23411040
xww,23411040,23412564
gym,23412564,23414164
sim,23414164,23417411
par,23417411,23417640
mnr,23417640,23417918
kda,23417918,23418414
taa,23418414,23419279
bch,23419279,23422954
mzj,23422954,23423866
kpx,23423866,23425822
nuj,23425822,23436280
yml,23436280,23439059
shg,23439059,23439943
kdi,23439943,23442971
bdd,23442971,23445194
mpj,23445194,23456304
kpk,23456304,23456428
fil,23456428,23462334
plt,23462334,23476153
mgf,23476153,23476647
byn,23476647,23478291
tnq,23478291,23478667
knc,23478667,23481017
wok,23481017,23481286
lbw,23481286,23481543
awe,23481543,23481576
jms,23481576,23481757
dnr,23481757,23482053
gog,23482053,23482064
srq,23482064,23483255
mgr,23483255,23504326
yao,23504326,23516427
bhw,23516427,23516819
snz,23516819,23517136
pum,23517136,23521749
pib,23521749,23522148
buw,23522148,23525331
quz,23525331,23560237
mqv,23560237,23560538
jil,23560538,23560823
awc,23560823,23562769
mdc,23562769,23563057
mge,23563057,23563880
gaj,23563880,23564501
cbr,23564501,23565600
kri,23565600,23565792
szp,23565792,23566397
ktw,23566397,23572282
fud,23572282,23572920
mig,23572920,23572954
nbk,23572954,23573268
nmc,23573268,23574642
mdz,23574642,23574681
tfn,23574681,23575502
qub,23575502,23577782
fuh,23577782,23597615
akq,23597615,23597616
amg,23597616,23598014
hbs,23598014,23646791
ets,23646791,23646848
luq,23646848,23652798
src,23652798,23659253
ati,23659253,23659645
xwa,23659645,23659692
lek,23659692,23659930
kln,23659930,23661435
kok,23661435,23662040
tku,23662040,23662143
xpm,23662143,23662250
kny,23662250,23662292
zpq,23662292,23666269
war,23666269,23668706
urg,23668706,23669026
qxo,23669026,23669074
gnu,23669074,23669075
cuh,23669075,23670330
kam,23670330,23673664
pcd,23673664,23703541
tdf,23703541,23703543
kae,23703543,23703554
hmn,23703554,23703633
swt,23703633,23705514
quy,23705514,23725703
cip,23725703,23725777
mcr,23725777,23725959
bws,23725959,23726016
xpt,23726016,23726064
sjr,23726064,23726291
wow,23726291,23726376
yuj,23726376,23726491
jiu,23726491,23726556
kms,23726556,23727295
cin,23727295,23727334
lbn,23727334,23727391
kwb,23727391,23727450
zea,23727450,23727785
qvs,23727785,23728812
xpr,23728812,23728873
kjc,23728873,23730138
quh,23730138,23738681
hke,23738681,23738768
jmc,23738768,23743665
ztg,23743665,23743714
vmz,23743714,23743797
mbo,23743797,23743917
erg,23743917,23744169
mxx,23744169,23748666
wrr,23748666,23749278
nyl,23749278,23749320
nig,23749320,23750134
rop,23750134,23755992
kon,23755992,23756326
ajp,23756326,23756668
siw,23756668,23756898
bkh,23756898,23758376
gil,23758376,23760217
yaq,23760217,23762262
kog,23762262,23762317
qvi,23762317,23769040
dmc,23769040,23769361
fro,23769361,23774756
tkp,23774756,23774997
tuq,23774997,23775601
cab,23775601,23776569
bmx,23776569,23776877
kse,23776877,23777084
amt,23777084,23777285
axb,23777285,23777495
bdi,23777495,23777633
igs,23777633,23780853
yrw,23780853,23781161
mfw,23781161,23781361
ino,23781361,23781668
gwd,23781668,23785124
jel,23785124,23785767
nrz,23785767,23785958
nlo,23785958,23786755
bxk,23786755,23796148
sbk,23796148,23797679
bjr,23797679,23798005
ndx,23798005,23798315
kml,23798315,23798542
ziw,23798542,23799890
btd,23799890,23800216
rmq,23800216,23802799
wtf,23802799,23803079
dcr,23803079,23804063
aut,23804063,23804353
usp,23804353,23804467
mbq,23804467,23807057
don,23807057,23807208
kqj,23807208,23807362
cbk,23807362,23808051
qxn,23808051,23810463
oht,23810463,23810593
kvr,23810593,23811051
sue,23811051,23814154
byl,23814154,23814315
kjd,23814315,23815580
cgg,23815580,23823861
sjn,23823861,23825365
und,23825365,23826080
kem,23826080,23826576
nnk,23826576,23826832
hil,23826832,23835106
anv,23835106,23837138
txn,23837138,23837388
yss,23837388,23837670
dzg,23837670,23838279
aly,23838279,23838725
ozm,23838725,23843039
ttw,23843039,23843077
wrz,23843077,23844016
ndh,23844016,23846851
bxn,23846851,23848637
ifk,23848637,23849692
mdr,23849692,23849997
tlf,23849997,23850291
ggw,23850291,23851139
zne,23851139,23852072
kyt,23852072,23852515
tcg,23852515,23853337
cet,23853337,23853671
kuj,23853671,23856155
asl,23856155,23856429
frc,23856429,23857744
xte,23857744,23858793
zad,23858793,23860487
xkv,23860487,23866912
eri,23866912,23867221
wkw,23867221,23868238
ddi,23868238,23868433
hdy,23868433,23869410
tda,23869410,23870090
kit,23870090,23871356
djm,23871356,23900299
dbw,23900299,23906175
gmm,23906175,23906344
mwm,23906344,23908549
sge,23908549,23908772
dbu,23908772,23923909
nzz,23923909,23931443
mci,23931443,23931690
wdd,23931690,23937132
sba,23937132,23938011
fub,23938011,23940119
nll,23940119,23940227
now,23940227,23943343
cns,23943343,23944117
szb,23944117,23944294
caf,23944294,23945807
wbh,23945807,23947403
pbr,23947403,23948771
gwe,23948771,23950349
ngq,23950349,23951962
qus,23951962,23954933
azo,23954933,23956382
ssd,23956382,23956716
nug,23956716,23957298
qul,23957298,23960244
afb,23960244,23960297
wmc,23960297,23960597
ses,23960597,23963324
snl,23963324,23963589
bhg,23963589,23964583
ngk,23964583,23965594
pml,23965594,23967659
arl,23967659,23972963
knd,23972963,23973323
cbt,23973323,23973552
sga,23973552,23975630
kmx,23975630,23975977
chn,23975977,23977508
aby,23977508,23977746
mzh,23977746,23979033
cfd,23979033,23979579
snk,23979579,23985303
cyb,23985303,23986448
tra,23986448,23986459
bsk,23986459,23987314
woc,23987314,23987524
dby,23987524,23987782
bdx,23987782,23987817
wno,23987817,23989221
tbl,23989221,23989704
waq,23989704,23991880
bjz,23991880,23992143
ape,23992143,23992516
tqo,23992516,23993803
pem,23993803,23999378
nrb,23999378,23999764
ukv,23999764,23999805
tbc,23999805,24001152
bmh,24001152,24001457
bpi,24001457,24001757
fad,24001757,24002072
kig,24002072,24003217
xyy,24003217,24003264
bbp,24003264,24003702
meq,24003702,24004518
bwq,24004518,24004722
ato,24004722,24004982
zmu,24004982,24005623
mrz,24005623,24006764
aro,24006764,24007726
ade,24007726,24007942
pbb,24007942,24009119
wyy,24009119,24009231
eip,24009231,24009647
kgu,24009647,24009961
oon,24009961,24010005
asv,24010005,24010259
buk,24010259,24010337
iar,24010337,24011078
dnw,24011078,24011649
kdu,24011649,24011719
gej,24011719,24011753
pio,24011753,24011999
lsm,24011999,24013499
ssz,24013499,24013820
bvw,24013820,24014260
cap,24014260,24015272
moc,24015272,24016988
cal,24016988,24017920
ate,24017920,24018224
rim,24018224,24021294
aso,24021294,24021633
szw,24021633,24021737
etn,24021737,24021775
suj,24021775,24023494
qya,24023494,24024060
mka,24024060,24024350
gol,24024350,24024501
mcz,24024501,24024813
ahi,24024813,24025225
dmb,24025225,24030932
wrh,24030932,24031552
zag,24031552,24033270
kqc,24033270,24034410
wrm,24034410,24035115
tmc,24035115,24035794
btw,24035794,24036088
vaj,24036088,24036426
kym,24036426,24036598
kol,24036598,24036761
kbk,24036761,24037118
bzp,24037118,24038384
sxb,24038384,24039704
mbp,24039704,24039771
kya,24039771,24041293
spl,24041293,24041567
tey,24041567,24042081
mye,24042081,24046813
abj,24046813,24046864
doe,24046864,24048149
mdd,24048149,24048736
poy,24048736,24050187
mwh,24050187,24050673
dtk,24050673,24056617
jim,24056617,24057052
jit,24057052,24060862
mev,24060862,24061062
mnz,24061062,24061517
uka,24061517,24062060
aty,24062060,24062307
ppu,24062307,24062593
gzn,24062593,24062869
kco,24062869,24062932
nsn,24062932,24063421
oro,24063421,24064300
luf,24064300,24064440
ihp,24064440,24065717
kaq,24065717,24066181
bfn,24066181,24066337
mpd,24066337,24066377
kav,24066377,24067366
shp,24067366,24069039
nen,24069039,24069322
wlo,24069322,24069872
tvs,24069872,24070575
hmt,24070575,24070778
aey,24070778,24071099
ikz,24071099,24074062
jaz,24074062,24074311
pak,24074311,24076249
ttj,24076249,24077891
hnh,24077891,24078207
ddg,24078207,24078481
dtt,24078481,24084237
bit,24084237,24084563
bgj,24084563,24085802
bni,24085802,24094028
rel,24094028,24094187
lex,24094187,24094475
rwk,24094475,24098877
imi,24098877,24099199
rag,24099199,24100808
mim,24100808,24102336
nih,24102336,24104063
wgo,24104063,24104127
vun,24104127,24106527
prw,24106527,24106839
ybm,24106839,24107135
kiv,24107135,24108359
onw,24108359,24108566
bie,24108566,24108863
mso,24108863,24109568
ttv,24109568,24110973
kxh,24110973,24111029
are,24111029,24111766
idt,24111766,24111776
ccc,24111776,24112342
drs,24112342,24113223
lnj,24113223,24113297
anb,24113297,24113303
bbq,24113303,24114521
huw,24114521,24114562
beg,24114562,24114780
dlm,24114780,24115609
pue,24115609,24116363
gvl,24116363,24117175
tug,24117175,24117344
gdr,24117344,24118995
tlt,24118995,24119099
ttd,24119099,24119350
wwr,24119350,24119829
bwp,24119829,24119873
zku,24119873,24122349
yia,24122349,24122645
tao,24122645,24126205
yad,24126205,24127737
mnb,24127737,24128274
nrl,24128274,24129186
aau,24129186,24129616
sbf,24129616,24130687
wmh,24130687,24130858
enq,24130858,24131616
tts,24131616,24131653
aun,24131653,24131840
sui,24131840,24132369
ncm,24132369,24133111
gam,24133111,24133159
dav,24133159,24134962
plg,24134962,24136071
dni,24136071,24136392
tkg,24136392,24136512
dbg,24136512,24136862
cag,24136862,24138327
aot,24138327,24138547
fau,24138547,24138616
bou,24138616,24141181
rui,24141181,24142601
wun,24142601,24145843
rhg,24145843,24151649
ena,24151649,24151961
wgu,24151961,24152583
mak,24152583,24153877
xto,24153877,24154593
vif,24154593,24160206
kcu,24160206,24161644
bez,24161644,24163731
ncu,24163731,24164800
pej,24164800,24164949
kdl,24164949,24165056
hdn,24165056,24166372
cuj,24166372,24166907
isu,24166907,24167436
teq,24167436,24167602
bmz,24167602,24168160
muy,24168160,24168187
bfm,24168187,24168824
csi,24168824,24169042
pma,24169042,24169354
tif,24169354,24169643
lih,24169643,24169869
ggk,24169869,24170377
nnq,24170377,24171639
lib,24171639,24171883
cwe,24171883,24173271
rnw,24173271,24176670
qvc,24176670,24178261
twp,24178261,24178280
zpi,24178280,24178319
doo,24178319,24178791
xbr,24178791,24179946
bkw,24179946,24181373
wau,24181373,24182461
lwo,24182461,24182539
too,24182539,24182678
swp,24182678,24182728
wca,24182728,24183639
mep,24183639,24184215
lai,24184215,24185692
txb,24185692,24186643
mgl,24186643,24186886
kgv,24186886,24187284
bjb,24187284,24188215
mvq,24188215,24188484
bvk,24188484,24188690
kdc,24188690,24189734
top,24189734,24190997
mpa,24190997,24192361
ona,24192361,24193160
hui,24193160,24193540
leq,24193540,24193941
diu,24193941,24194615
los,24194615,24194907
kmh,24194907,24195155
nis,24195155,24195486
kzz,24195486,24195537
tnm,24195537,24195725
pno,24195725,24195894
sig,24195894,24195934
jet,24195934,24195972
gor,24195972,24196499
mlk,24196499,24196531
yey,24196531,24196635
ylr,24196635,24197245
vin,24197245,24199005
aas,24199005,24199252
tsb,24199252,24199416
mjj,24199416,24199727
zaj,24199727,24201077
ndj,24201077,24202677
kxa,24202677,24202980
sef,24202980,24204712
sut,24204712,24204864
ebr,24204864,24205243
ndt,24205243,24205717
bce,24205717,24205939
ran,24205939,24206588
bqt,24206588,24207873
urw,24207873,24208211
bmt,24208211,24208275
bjv,24208275,24209825
brn,24209825,24209897
jic,24209897,24210126
bfl,24210126,24210322
dze,24210322,24211805
xuo,24211805,24212017
alp,24212017,24212472
xua,24212472,24212501
hnd,24212501,24212776
tde,24212776,24213798
jod,24213798,24213963
zgr,24213963,24214181
aoi,24214181,24215006
guz,24215006,24217317
ski,24217317,24217809
twq,24217809,24218617
dds,24218617,24219441
tcd,24219441,24219658
ncn,24219658,24219911
tdj,24219911,24219973
kbb,24219973,24220406
pbo,24220406,24220617
kvm,24220617,24220940
suw,24220940,24222040
mze,24222040,24222237
shr,24222237,24224609
auy,24224609,24225145
bcf,24225145,24225982
tbg,24225982,24226479
vko,24226479,24226521
mcb,24226521,24226727
mgq,24226727,24228284
lvk,24228284,24228667
ynd,24228667,24229898
kbc,24229898,24230034
koz,24230034,24230335
ggl,24230335,24230625
sra,24230625,24230937
btx,24230937,24231689
usu,24231689,24232002
bwk,24232002,24232126
gux,24232126,24232267
blb,24232267,24232971
lmr,24232971,24233163
dif,24233163,24233683
wuh,24233683,24233726
pnh,24233726,24233940
kia,24233940,24234048
qwh,24234048,24234098
wnu,24234098,24234401
dma,24234401,24236158
zyn,24236158,24236254
gwa,24236254,24236621
wsk,24236621,24236940
trn,24236940,24237823
hax,24237823,24238008
xnn,24238008,24238246
giq,24238246,24238445
quf,24238445,24239517
pom,24239517,24239649
mua,24239649,24240673
bjg,24240673,24241597
ner,24241597,24242091
txh,24242091,24242417
mpg,24242417,24242560
byq,24242560,24242734
han,24242734,24244271
bcm,24244271,24244573
prr,24244573,24244619
gpe,24244619,24244662
lag,24244662,24246567
lwh,24246567,24246633
lgg,24246633,24247099
rof,24247099,24250766
byt,24250766,24251060
bbc,24251060,24252268
nkg,24252268,24252739
wls,24252739,24253152
lsr,24253152,24253372
ctz,24253372,24255319
msh,24255319,24255357
pbu,24255357,24259816
mcn,24259816,24260264
zin,24260264,24261959
bzg,24261959,24262253
gfk,24262253,24262486
lrz,24262486,24262554
ker,24262554,24263506
dai,24263506,24264263
doh,24264263,24264444
mrf,24264444,24264876
