lang,start,end
xlg,24649667,24649692
yol,24649692,24649696
xil,24649696,24649698
sdz,24649698,24649699
gos,24649699,24649701
mxt,24649701,24649702
smg,24649702,24649704
tks,24649704,24649708
bnv,24649708,24649709
aec,24649709,24649710
smp,24649710,24649711
ojc,24649711,24649712
gac,24649712,24649714
dso,24649714,24649718
gyo,24649718,24649720
dto,24649720,24649731
dbt,24649731,24649742
gku,24649742,24649746
hvv,24649746,24649757
hve,24649757,24649767
yda,24649767,24649771
ahr,24649771,24649772
bgd,24649772,24649773
rtw,24649773,24649774
rnr,24649774,24649775
dda,24649775,24649776
xni,24649776,24649777
bfy,24649777,24649781
dmf,24649781,24649782
